Date,AAPL,NVDA,MSFT,GOOG,AMZN,META,AVGO,TSLA,ORCL,NFLX,CRM,AMD,ADBE,CSCO,IBM,NOW,QCOM,TXN,UBER,ISRG
2019-05-10 00:00:00-04:00,47.415103912353516,4.19045877456665,120.09718322753906,57.9390754699707,94.4990005493164,187.45651245117188,25.560379028320312,15.968000411987305,50.040794372558594,361.0400085449219,159.0516357421875,27.959999084472656,278.4800109863281,44.43193817138672,99.48260498046875,274.8999938964844,74.55461883544922,95.95663452148438,41.56999969482422,165.10333251953125
2019-05-13 00:00:00-04:00,44.65937042236328,3.9330549240112305,116.52627563476562,56.33467483520508,91.13400268554688,180.68841552734375,24.67070198059082,15.133999824523926,48.92368698120117,345.260009765625,152.29934692382812,26.239999771118164,267.70001220703125,42.716617584228516,96.61544036865234,260.1199951171875,72.86100006103516,91.27810668945312,37.099998474121094,159.5833282470703
2019-05-14 00:00:00-04:00,45.36634826660156,4.0221662521362305,117.82994842529297,55.757904052734375,92.00599670410156,179.88221740722656,25.39556884765625,15.487333297729492,49.56465148925781,345.6099853515625,157.19203186035156,27.31999969482422,271.8599853515625,43.31614303588867,98.00492095947266,272.07000732421875,74.8064956665039,92.9228515625,39.959999084472656,162.4499969482422
2019-05-15 00:00:00-04:00,45.909786224365234,3.961103677749634,119.4892578125,57.93608474731445,93.55750274658203,185.39620971679688,25.594865798950195,15.463333129882812,49.95838928222656,354.989990234375,154.19873046875,27.579999923706055,276.82000732421875,43.665870666503906,98.80624389648438,273.9599914550781,74.91942596435547,93.98806762695312,41.290000915527344,163.04666137695312
2019-05-16 00:00:00-04:00,45.70779800415039,3.9762442111968994,122.2484359741211,58.67110824584961,95.37850189208984,186.11285400390625,24.99949073791504,15.222000122070312,50.03163528442383,359.30999755859375,157.59974670410156,28.010000228881836,283.54998779296875,46.571937561035156,99.89425659179688,277.9599914550781,71.92298126220703,93.06770324707031,43.0,163.91000366210938
2019-05-17 00:00:00-04:00,45.44809341430664,3.8853964805603027,121.43302917480469,57.84103775024414,93.44999694824219,184.43077087402344,24.377220153808594,14.0686674118042,49.903446197509766,354.45001220703125,153.71145629882812,27.5,279.8500061035156,46.921653747558594,98.74742126464844,272.989990234375,70.78522491455078,91.00540924072266,41.90999984741211,163.3800048828125
2019-05-20 00:00:00-04:00,44.02693176269531,3.766747236251831,119.67888641357422,56.674068450927734,92.94850158691406,181.86288452148438,22.922443389892578,13.690667152404785,49.134300231933594,348.1099853515625,155.11363220214844,26.68000030517578,275.45001220703125,46.6385498046875,99.33555603027344,265.0799865722656,66.54679870605469,89.24989318847656,41.59000015258789,161.07333374023438
2019-05-21 00:00:00-04:00,44.87097930908203,3.8489081859588623,120.32364654541016,57.21052169799805,92.8759994506836,183.95306396484375,23.152849197387695,13.67199993133545,49.60127258300781,354.2699890136719,154.91473388671875,27.350000381469727,278.07000732421875,47.06321716308594,100.31330871582031,271.2099914550781,67.52822875976562,91.18435668945312,41.5,161.18666076660156
2019-05-22 00:00:00-04:00,43.95240020751953,3.7779171466827393,121.05374908447266,57.29960250854492,92.98400115966797,184.45066833496094,22.639053344726562,12.84866714477539,49.62874984741211,359.7300109863281,156.764404296875,27.40999984741211,281.82000732421875,46.372093200683594,100.23981475830078,273.3900146484375,60.19782257080078,90.99687957763672,41.25,161.7899932861328
2019-05-23 00:00:00-04:00,43.202144622802734,3.656785011291504,119.64095306396484,56.769615173339844,90.77400207519531,180.0215606689453,21.871305465698242,13.03266716003418,48.60319900512695,352.2099914550781,152.8562469482422,26.360000610351562,274.25,45.12306594848633,97.32855224609375,264.7900085449219,59.28586196899414,90.18729400634766,40.470001220703125,157.92666625976562
2019-05-24 00:00:00-04:00,43.03622055053711,3.6029212474823,119.69783782958984,56.40633010864258,91.16400146484375,180.21067810058594,21.522321701049805,12.708666801452637,48.31936264038086,354.3900146484375,153.6517791748047,26.440000534057617,274.7699890136719,45.27294921875,97.24767303466797,268.95001220703125,57.5053825378418,89.5311050415039,41.5099983215332,158.8433380126953
2019-05-28 00:00:00-04:00,42.8582649230957,3.5577454566955566,119.62200164794922,56.4401741027832,91.82150268554688,183.44541931152344,21.39954948425293,12.579999923706055,47.385379791259766,355.05999755859375,154.32801818847656,29.049999237060547,278.25,44.90657043457031,95.90969848632812,266.6499938964844,56.775814056396484,87.95455932617188,40.95000076293945,157.07333374023438
2019-05-29 00:00:00-04:00,42.65387725830078,3.483527183532715,118.4652328491211,55.55984115600586,90.95950317382812,181.3353729248047,21.369281768798828,12.657333374023438,47.330440521240234,349.19000244140625,152.04078674316406,28.09000015258789,273.3800048828125,44.28205490112305,95.34361267089844,264.19000244140625,57.11454772949219,88.75563049316406,39.939998626708984,157.30999755859375
2019-05-30 00:00:00-04:00,42.87510681152344,3.456937789916992,119.21427917480469,55.63399124145508,90.81600189208984,182.15151977539062,21.57950782775879,12.54800033569336,47.357913970947266,351.8500061035156,154.79539489746094,28.030000686645508,274.510009765625,44.6068000793457,95.25538635253906,262.6000061035156,57.835426330566406,89.85493469238281,39.79999923706055,159.07333374023438
2019-05-31 00:00:00-04:00,42.09839630126953,3.3662333488464355,117.27049255371094,54.92136764526367,88.75350189208984,176.63751220703125,21.16072654724121,12.343999862670898,46.33237075805664,343.2799987792969,150.56900024414062,27.40999984741211,270.8999938964844,43.324466705322266,93.35865783691406,261.92999267578125,58.035179138183594,88.89196014404297,40.40999984741211,154.9499969482422
